formation_id,text,intitule,labels_18,taxonomy_ids,multi_hot,statut_annotation
86901355f2b7c046,Intitulé : Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 16 h Certification : RS 6776 Codes ROME : 0 Organisme : MONTIER Adrien,Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative,Prompt Engineering | IA générative | Éthique de l’IA | Automatisation,auto.intro|gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
af66de66a818f5d4,Intitulé : Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 21 h Certification : RS 6776 Codes ROME : 0 Organisme : WALTER LEARNING,Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative,Prompt Engineering | IA générative | Éthique de l’IA,gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
8ce8bbf5ccba2d4c,Intitulé : Produire et réviser du contenu professionnel multimédia en utilisant les outils d'Intelligence Artificielle Générative (IAG) de façon responsable Public cible : Dirigeants de TPE/PME souhaitant intégrer l'IA dans leur activité Niveau : 0 Modalité : À distance Durée : 21 h Certification : RS 6891 Codes ROME : 0 Organisme : MAGNITUDE FORMATIONS,Produire et réviser du contenu professionnel multimédia en utilisant les outils d'Intelligence Artificielle Générative (IAG) de façon responsable,IA générative | Éthique de l’IA,gov.ethics|nlp.generative_ai,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
a656594f80f63ec8,Intitulé : Développer son activité avec l'intelligence artificielle Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 39 Certification : RS 7344 Codes ROME : 0 Organisme : Educademy,Développer son activité avec l'intelligence artificielle,Prompt Engineering | Éthique de l’IA | Automatisation,auto.intro|gov.ethics|nlp.prompt_engineering,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
65552f5c82418153,Intitulé : Concevoir et intégrer une solution IA dans un projet d'innovation Public cible : Dirigeants de TPE/PME souhaitant intégrer l'IA dans leur activité Niveau : 0 Modalité : À distance Durée : 133 h Certification : RS 7102 Codes ROME : 0 Organisme : CENTRALESUPELEC EXED,Concevoir et intégrer une solution IA dans un projet d'innovation,Machine Learning | NLP | Éthique de l’IA | Reinforcement Learning,gov.ethics|ml.intro|ml.reinforcement|nlp.intro,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
b41edb144f16f1c6,Intitulé : Produire et réviser du contenu professionnel multimédia en utilisant les outils d'Intelligence Artificielle Générative (IAG) de façon responsable Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 21 h Certification : RS 6891 Codes ROME : 0 Organisme : UPSKILLING,Produire et réviser du contenu professionnel multimédia en utilisant les outils d'Intelligence Artificielle Générative (IAG) de façon responsable,Prompt Engineering | Éthique de l’IA,gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
dee23102c602452a,Intitulé : Améliorer l'efficacité de sa TPE à l'aide de l'IA Public cible : Dirigeants de TPE/PME souhaitant intégrer l'IA dans leur activité Niveau : 0 Modalité : À distance Durée : 35 h Certification : RS 7311 Codes ROME : 0 Organisme : POUPIACADEMIE,Améliorer l'efficacité de sa TPE à l'aide de l'IA,Automatisation,auto.intro,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",ia_confirmee
674c68b1196fdc8b,Intitulé : Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : Présentiel Durée : 21 h Certification : RS 6776 Codes ROME : 0 Organisme : HUMAIN ET IA FROMATIONS,Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative,Prompt Engineering | IA générative | Éthique de l’IA,gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
89502776ea677e39,Intitulé : Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : Présentiel Durée : 21 h Certification : RS 6776 Codes ROME : 0 Organisme : SAS LE ROSEAU CONSEIL,Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative,Prompt Engineering | IA générative | Éthique de l’IA | Automatisation,auto.intro|gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
54c08691a82db503,Intitulé : Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative Public cible : Managers et professionnels RH souhaitant intégrer l'IA dans leur management Niveau : 0 Modalité : À distance Durée : 28 h Certification : RS 6776 Codes ROME : 0 Organisme : MANDYBEN,Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative,NLP | Prompt Engineering | IA générative | Python pour l’IA | Éthique de l’IA,gov.ethics|nlp.generative_ai|nlp.intro|nlp.prompt_engineering|prog.python,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",ia_confirmee
b5bd5ec186c51696,"Intitulé : Architecte en intelligence artificielle Public cible : Ingénieurs / Bac+5 visant une expertise IA avancée Niveau : BAC+5 : grade master, DEA, DESS, ingénieur... (NIVEAU 7) Modalité : Présentiel Durée : 1724 h Certification : RNCP 41993 Codes ROME : M1402 | M1403 | M1802 | M1805 Organisme : DSTI",Architecte en intelligence artificielle,Éthique de l’IA | Visualisation | Séries temporelles | Data Engineering,de.intro|ds.time_series|ds.visualization|gov.ethics,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0]",ia_confirmee
60bd82f118d4c549,"Intitulé : Expert en ingénierie et science des données Public cible : Managers et professionnels RH souhaitant intégrer l'IA dans leur management Niveau : BAC+5 : grade master, DEA, DESS, ingénieur... (NIVEAU 7) Modalité : À distance Durée : 12 mois Certification : RNCP 39775 Codes ROME : M1403 | M1802 | M1803 | M1805 | M1806 Organisme : OPENCLASSROOMS",Expert en ingénierie et science des données,Machine Learning | IA générative | Data Engineering | Data Science | Python pour l’IA | Big Data | RAG,de.intro|ds.big_data|ds.intro|ml.intro|nlp.generative_ai|nlp.rag|prog.python,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0]",ia_confirmee
dcbf1c98050904ca,"Intitulé : Architecte en intelligence artificielle Public cible : Ingénieurs / Bac+5 visant une expertise IA avancée Niveau : BAC+5 : grade master, DEA, DESS, ingénieur... (NIVEAU 7) Modalité : À distance Durée : 1711 h Certification : RNCP 41993 Codes ROME : M1402 | M1403 | M1802 | M1805 Organisme : DSTI",Architecte en intelligence artificielle,Machine Learning | Data Engineering | Python pour l’IA | Éthique de l’IA | Big Data,de.intro|ds.big_data|gov.ethics|ml.intro|prog.python,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]",ia_confirmee
5d1c0e107ebc62cf,"Intitulé : Architecte en intelligence artificielle Public cible : Ingénieurs / Bac+5 visant une expertise IA avancée Niveau : BAC+5 : grade master, DEA, DESS, ingénieur... (NIVEAU 7) Modalité : À distance Durée : 1421 h Certification : RNCP 41993 Codes ROME : M1402 | M1403 | M1802 | M1805 Organisme : DSTI",Architecte en intelligence artificielle,Machine Learning | Éthique de l’IA | Visualisation | Data Engineering,de.intro|ds.visualization|gov.ethics|ml.intro,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0]",ia_confirmee
d177762dd89d2454,Intitulé : Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : Présentiel Durée : 190 h Certification : RS 6776 Codes ROME : 0 Organisme : M2I SCRIBTEL,Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative,Prompt Engineering | IA générative | Éthique de l’IA,gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
1924e1865656e00b,Intitulé : Intégrer l'intelligence artificielle conversationnelle dans le cycle de vente Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : Présentiel Durée : 35 h Certification : RS 6792 Codes ROME : 0 Organisme : SENZA,Intégrer l'intelligence artificielle conversationnelle dans le cycle de vente,Prompt Engineering | IA générative | Éthique de l’IA,gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
d9b4b67fed56a384,Intitulé : Produire et réviser du contenu professionnel multimédia en utilisant les outils d'Intelligence Artificielle Générative (IAG) de façon responsable Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : Présentiel Durée : 40 h Certification : RS 6891 Codes ROME : 0 Organisme : BT FORMATION,Produire et réviser du contenu professionnel multimédia en utilisant les outils d'Intelligence Artificielle Générative (IAG) de façon responsable,Prompt Engineering | Éthique de l’IA | Automatisation,auto.intro|gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
285df021e3fab655,Intitulé : Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : Présentiel Durée : 29 h Certification : RS 6776 Codes ROME : 0 Organisme : Educademy,Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative,Prompt Engineering | IA générative | Éthique de l’IA,gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
45d2d942c1c4bc67,Intitulé : Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : Présentiel Durée : 16 h Certification : RS 6776 Codes ROME : 0 Organisme : INSTITUT MON ASSISTANT NUMERIQUE,Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative,Prompt Engineering | IA générative | Éthique de l’IA | Automatisation,auto.intro|gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
f43f2ad7bdbcaf72,Intitulé : Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 28 h Certification : RS 6776 Codes ROME : 0 Organisme : ARTACCOMPAGNEMENT,Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative,Prompt Engineering | IA générative | Éthique de l’IA,gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
9092c21f2020119c,Intitulé : Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : Présentiel Durée : 21 h Certification : RS 6776 Codes ROME : 0 Organisme : DIGIT FORMATIONS,Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative,Prompt Engineering | IA générative | Éthique de l’IA | Automatisation,auto.intro|gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
bd666166810d9fa2,Intitulé : Développer la performance commerciale grâce à l'Intelligence Artificielle Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : Présentiel Durée : 21 h Certification : RS 7283 Codes ROME : 0 Organisme : AXIO FORMATION,Développer la performance commerciale grâce à l'Intelligence Artificielle,Prompt Engineering | IA générative | Éthique de l’IA | Automatisation,auto.intro|gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
4a9f786e2ffe1933,Intitulé : Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 28 h Certification : RS 6776 Codes ROME : 0 Organisme : FORMANOVA,Création de contenus rédactionnels et visuels par l'usage responsable de l'intelligence artificielle générative,Prompt Engineering | IA générative | Éthique de l’IA,gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
9481d7764e1c2931,"Intitulé : MASTER Ingénierie de la santé (fiche nationale) Public cible : Ingénieurs / Bac+5 visant une expertise IA avancée Niveau : BAC+5 : grade master, DEA, DESS, ingénieur... (NIVEAU 7) Modalité : Présentiel Durée : 2203 h Certification : RNCP 39433 Codes ROME : H1206 | H1401 | H1501 | H1502 | H2502 Organisme : UNIVERSITE DE LILLE",MASTER Ingénierie de la santé (fiche nationale),Data Science | Big Data,ds.big_data|ds.intro,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",ia_confirmee
0127563aae954582,"Intitulé : Expert des marchés et instruments financiers Public cible : Ingénieurs / Bac+5 visant une expertise IA avancée Niveau : BAC+5 : grade master, DEA, DESS, ingénieur... (NIVEAU 7) Modalité : À distance Durée : 1000 Certification : RNCP 39400 Codes ROME : C1204 | C1301 Organisme : ECOLE SUP LIBRE SCIENC COM APPLIQUEES",Expert des marchés et instruments financiers,Machine Learning | Deep Learning | Data Science | Python pour l’IA | Éthique de l’IA,dl.intro|ds.intro|gov.ethics|ml.intro|prog.python,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]",ia_confirmee
fcfd5819f022fb74,"Intitulé : MASTER Econométrie, statistiques (fiche nationale) Public cible : Ingénieurs / Bac+5 visant une expertise IA avancée Niveau : BAC+5 : grade master, DEA, DESS, ingénieur... (NIVEAU 7) Modalité : Présentiel Durée : 1 an Certification : RNCP 39013 Codes ROME : H1206 | M1201 | M1207 | M1403 Organisme : UNIVERSITE D'AIX MARSEILLE","MASTER Econométrie, statistiques (fiche nationale)",Machine Learning | NLP | Data Science | Python pour l’IA | Éthique de l’IA | Big Data | Data Engineering,de.intro|ds.big_data|ds.intro|gov.ethics|ml.intro|nlp.intro|prog.python,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0]",ia_confirmee
ce65c9d46d6504d5,"Intitulé : Concepteur développeur en intelligence artificielle et analyse big data Public cible : Professionnels Bac+3/4 en reconversion ou spécialisation IA Niveau : BAC+3 ou 4 : licence, master 1, maîtrise (NIVEAU 6) Modalité : À distance Durée : 1 an Certification : RNCP 38616 Codes ROME : M1403 | M1805 Organisme : LE WAGON",Concepteur développeur en intelligence artificielle et analyse big data,Machine Learning | Data Science | Python pour l’IA | Big Data | Data Engineering,de.intro|ds.big_data|ds.intro|ml.intro|prog.python,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0]",ia_confirmee
db89cf07d2d81f25,"Intitulé : MASTER Informatique (fiche nationale) Public cible : Ingénieurs / Bac+5 visant une expertise IA avancée Niveau : BAC+5 : grade master, DEA, DESS, ingénieur... (NIVEAU 7) Modalité : Présentiel Durée : 1 an Certification : RNCP 39278 Codes ROME : M1801 | M1802 | M1803 | M1805 | M1806 Organisme : UNIVERSITE D'AIX MARSEILLE",MASTER Informatique (fiche nationale),Machine Learning | Deep Learning | NLP | Data Science,dl.intro|ds.intro|ml.intro|nlp.intro,"[1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ia_confirmee
c43ed0e7b79d3ec1,"Intitulé : Ingénieur en intelligence artificielle (MS) Public cible : Ingénieurs / Bac+5 visant une expertise IA avancée Niveau : BAC+5 : grade master, DEA, DESS, ingénieur... (NIVEAU 7) Modalité : Présentiel Durée : 1 an Certification : RNCP 40235 Codes ROME : M1805 Organisme : INSTITUT MINES TELECOM",Ingénieur en intelligence artificielle (MS),Deep Learning,dl.intro,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ia_confirmee
fcf1df0b220e2c49,Intitulé : Améliorer l'efficacité de sa TPE à l'aide de l'IA Public cible : Dirigeants de TPE/PME souhaitant intégrer l'IA dans leur activité Niveau : 0 Modalité : À distance Durée : 21 h Certification : RS 7311 Codes ROME : 0 Organisme : EXPERTAIDE,Améliorer l'efficacité de sa TPE à l'aide de l'IA,Automatisation,auto.intro,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",ia_confirmee
b5b59ab12dd56751,Intitulé : Développer son activité avec l'intelligence artificielle Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 21 h Certification : RS 7344 Codes ROME : 0 Organisme : DABOUSSI,Développer son activité avec l'intelligence artificielle,Prompt Engineering | IA générative | Automatisation,auto.intro|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",ia_confirmee
bb282faa6d775541,Intitulé : Langage Python Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : Présentiel Durée : 45 h Certification : RS 6701 Codes ROME : 0 Organisme : SENZA,Langage Python,Data Science | Python pour l’IA | Visualisation | RAG,ds.intro|ds.visualization|nlp.rag|prog.python,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]",ia_confirmee
ecb8655e9334cdf9,Intitulé : Produire et réviser du contenu professionnel multimédia en utilisant les outils d'Intelligence Artificielle Générative (IAG) de façon responsable Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Modalité : Présentiel Durée : 80 h Certification : RS 6891 Organisme : BT FORMATION,Produire et réviser du contenu professionnel multimédia en utilisant les outils d'Intelligence Artificielle Générative (IAG) de façon responsable,Prompt Engineering | IA générative | Éthique de l’IA,gov.ethics|nlp.generative_ai|nlp.prompt_engineering,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
a705a50f654de341,"Intitulé : DIPLOVIS Programme supérieur de gestion et de commerce Public cible : Professionnels Bac+3/4 en reconversion ou spécialisation IA Niveau : BAC+3 ou 4 : licence, master 1, maîtrise (NIVEAU 6) Modalité : Présentiel Durée : 1 an Certification : RNCP 36420 Codes ROME : D1509 | M1402 | M1707 Organisme : GROUPE KEDGE BUSINESS SCHOOL",DIPLOVIS Programme supérieur de gestion et de commerce,IA générative | Éthique de l’IA | RAG | Automatisation,auto.intro|gov.ethics|nlp.generative_ai|nlp.rag,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",ia_confirmee
8217720c151b803e,"Intitulé : Expert en ingénierie de données Public cible : Ingénieurs / Bac+5 visant une expertise IA avancée Niveau : BAC+5 : grade master, DEA, DESS, ingénieur... (NIVEAU 7) Modalité : Présentiel Durée : 965 h Certification : RNCP 40875 Codes ROME : M1802 | M1803 | M1805 | M1806 Organisme : ECOLE 18.06 ALSACE",Expert en ingénierie de données,Machine Learning | Deep Learning | NLP | IA générative | Big Data | Automatisation | Reinforcement Learning | Data Engineering,auto.intro|de.intro|dl.intro|ds.big_data|ml.intro|ml.reinforcement|nlp.generative_ai|nlp.intro,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]",ia_confirmee
9c3dc1f9a94d1ae7,Intitulé : Programmer et automatiser des tâches avec Python (Tosa) Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 35 h Certification : RS 6962 Codes ROME : 0 Organisme : ALIASE,Programmer et automatiser des tâches avec Python (Tosa),Machine Learning | Data Science | Python pour l’IA | Visualisation | No-code / Low-code | Automatisation | Data Engineering,auto.intro|auto.nocode|de.intro|ds.intro|ds.visualization|ml.intro|prog.python,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1]",ia_confirmee
59eb4496b0becb5f,Intitulé : Programmer et automatiser des tâches avec Python (Tosa) Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 35 h Certification : RS 6962 Codes ROME : 0 Organisme : ALIASE,Programmer et automatiser des tâches avec Python (Tosa),Machine Learning | Deep Learning | NLP | IA générative | Python pour l’IA | RAG | Data Engineering,de.intro|dl.intro|ml.intro|nlp.generative_ai|nlp.intro|nlp.rag|prog.python,"[1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",ia_confirmee
441da6504b948594,"Intitulé : Intégrer la démarche intelligence artificielle et science des données dans la stratégie de l'entreprise Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : Présentiel Durée : 14 h Certification : RS 6787 Codes ROME : 0 Organisme : AIVANCITY SCHOOL FOR TECHNOLOGY, BUSINESS & SOCIETY",Intégrer la démarche intelligence artificielle et science des données dans la stratégie de l'entreprise,Prompt Engineering | IA générative | Éthique de l’IA | RAG | Gestion de projet IA,ds.intro|gov.ethics|nlp.generative_ai|nlp.prompt_engineering|nlp.rag|pm.intro,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0]",ia_confirmee
0d1386c80bb28a14,"Intitulé : Chef de projet en développement de solutions d'intelligence artificielle Public cible : Ingénieurs / Bac+5 visant une expertise IA avancée Niveau : BAC+5 : grade master, DEA, DESS, ingénieur... (NIVEAU 7) Modalité : Présentiel Durée : 1 an Certification : RNCP 38584 Codes ROME : M1805 Organisme : AIVANCITY SCHOOL FOR TECHNOLOGY, BUSINESS & SOCIETY",Chef de projet en développement de solutions d'intelligence artificielle,Machine Learning | Data Science | Python pour l’IA | Éthique de l’IA | Visualisation | Séries temporelles,ds.intro|ds.time_series|ds.visualization|gov.ethics|ml.intro|prog.python,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0]",ia_confirmee
ddf32d4aadd53258,"Intitulé : Intégrer la démarche intelligence artificielle et science des données dans la stratégie de l'entreprise Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : Présentiel Durée : 14 h Certification : RS 6787 Codes ROME : 0 Organisme : AIVANCITY SCHOOL FOR TECHNOLOGY, BUSINESS & SOCIETY",Intégrer la démarche intelligence artificielle et science des données dans la stratégie de l'entreprise,Machine Learning | Deep Learning | IA générative | Éthique de l’IA | Visualisation,dl.intro|ds.intro|ds.visualization|gov.ethics|ml.intro|nlp.generative_ai,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
b63f13081327a5ca,"Intitulé : Intégrer la démarche intelligence artificielle et science des données dans la stratégie de l'entreprise Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 14 h Certification : RS 6787 Codes ROME : 0 Organisme : AIVANCITY SCHOOL FOR TECHNOLOGY, BUSINESS & SOCIETY",Intégrer la démarche intelligence artificielle et science des données dans la stratégie de l'entreprise,IA générative | Éthique de l’IA,ds.intro|gov.ethics|nlp.generative_ai,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",ia_confirmee
d88d95d2528677cc,"Intitulé : Architecte en intelligence artificielle Public cible : Ingénieurs / Bac+5 visant une expertise IA avancée Niveau : BAC+5 : grade master, DEA, DESS, ingénieur... (NIVEAU 7) Modalité : Présentiel Durée : 1449 h Certification : RNCP 41993 Codes ROME : M1402 | M1403 | M1802 | M1805 Organisme : DSTI",Architecte en intelligence artificielle,Machine Learning | Data Science | Big Data | Visualisation | Séries temporelles | Data Engineering,de.intro|ds.big_data|ds.intro|ds.time_series|ds.visualization|ml.intro,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",ia_confirmee
40a0ddf72fdc6dde,"Intitulé : Architecte en intelligence artificielle Public cible : Ingénieurs / Bac+5 visant une expertise IA avancée Niveau : BAC+5 : grade master, DEA, DESS, ingénieur... (NIVEAU 7) Modalité : Présentiel Durée : 1729 h Certification : RNCP 41993 Codes ROME : M1402 | M1403 | M1802 | M1805 Organisme : DSTI",Architecte en intelligence artificielle,Machine Learning | Deep Learning | Éthique de l’IA | Big Data | Visualisation | Séries temporelles | Data Engineering,de.intro|dl.intro|ds.big_data|ds.time_series|ds.visualization|gov.ethics|ml.intro,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0]",ia_confirmee
9b2cf5c9f53a9ee1,"Intitulé : Architecte en intelligence artificielle Public cible : Ingénieurs / Bac+5 visant une expertise IA avancée Niveau : BAC+5 : grade master, DEA, DESS, ingénieur... (NIVEAU 7) Modalité : Présentiel Durée : 1729 h Certification : RNCP 41993 Codes ROME : M1402 | M1403 | M1802 | M1805 Organisme : DSTI",Architecte en intelligence artificielle,Machine Learning | Data Engineering | Data Science | Éthique de l’IA | Big Data,de.intro|ds.big_data|ds.intro|gov.ethics|ml.intro,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0]",ia_confirmee
